CCODE,ARDAID,ABBREV,CNAME,FIRSTYEAR,FIRSTMONTH,FIRSTDAY,LASTYEAR,LASTMONTH,LASTDAY,XCPOSNAME,XCFULLNAME,XCGIVENNAME,XCFAMNAME,XCRNAME,XCRID,XCR2ID,REMARKS
710,52,CHN,China,1980,9,10,1997,2,18,de facto leader,Deng Xiaoping,Xiaoping,Deng,Atheist,9100,9100,Communist; various Communist Party leadership positions until 1987
710,52,CHN,China,1997,2,19,2003,3,14,President,Jiang Zemin,Zemin,Jiang,Taoist,7500,7500,"Communist; President & GS of Communist Party since 1993-3-27, but Deng regarded as de facto leader"
710,52,CHN,China,2003,3,15,2013,3,13,President,Hu Jintao,Jintao,Hu,Confucianist,7300,7300,Communist; GS of Communist Party since 2002-11-15
710,52,CHN,China,2013,3,14,,,,President,Xi Jinping,Jinping,Xi,Atheist,9100,9100,Communist; GS of Communist Party since 2012-11-15
712,153,MON,Mongolia,1939,3,24,1952,1,25,Prime Minister & de facto leader,Khorloogiin Choibalsan,Choibalsan,Khorloogiin,Atheist,9100,9100,Stalinist
712,153,MON,Mongolia,1952,1,26,1958,11,21,Premier,Yumjaagiin Tsedenbal,Tsedenbal,Yumjaagiin,Atheist,9100,9100,Communist
712,153,MON,Mongolia,1958,11,22,1984,8,23,General Secretary of the Communist Party (de facto chief thru several offices),Yumjaagiin Tsedenbal,Tsedenbal,Yumjaagiin,Atheist,9100,9100,Communist
712,153,MON,Mongolia,1984,8,24,1990,3,20,General Secretary of the Communist Party & Chairman of the Presidium of the State,Jambyn Batmï¿½nkh,Batmï¿½nkh,Jambyn,,,,Communist; no longer GS after 1990-3-14
712,153,MON,Mongolia,1990,3,21,1997,6,19,President,Punsalmaagiin Ochirbat,Ochirbat,Punsalmaagiin,,,,
712,153,MON,Mongolia,1997,6,20,2005,6,23,President,Natsagiin Bagabandi,Bagabandi,Natsagiin,,,,Communist
712,153,MON,Mongolia,2005,6,24,2009,6,17,President,Nambaryn Enkhbayar,Enkhbayar,Nambaryn,Tibetan Buddhist,6300,6300,
712,153,MON,Mongolia,2009,6,18,2017,7,9,President,Tsakhiagiin Elbegdorj,Elbegdorj,Tsakhiagiin,,,,
712,153,MON,Mongolia,2017,7,10,,,,President,Khaltmaagiin Battulga,Battulga,Khaltmaagiin,,,,
713,50,TAW,Taiwan,1949,1,21,1950,2,28,Acting President,"Li Zongren, aka Li Tsung-jen",Zongren,Li,,,,
713,50,TAW,Taiwan,1950,3,1,1975,4,4,President,"Jiang Jieshi, aka Chiang Kai-shek",Jieshi,Jiang,Methodist,1460,1460,formerly Buddhist; began conversion upon marriage 1927-12-1
713,50,TAW,Taiwan,1975,4,5,1978,5,19,President,Yen Chia-kan,Chia-kan,Yen,,,,
713,50,TAW,Taiwan,1978,5,20,1988,1,12,President,Chiang Ching-kuo,Ching-kuo,Chiang,Methodist,1460,1460,
713,50,TAW,Taiwan,1988,1,13,2000,5,19,President,Lee Teng-hui,Teng-hui,Lee,Presbyterian,1422,1300,
713,50,TAW,Taiwan,2000,5,20,2008,5,19,President,Chen Shui-bian,Shui-bian,Chen,Chinese Folk Religionist,7700,7700,from 2011 (source no longer available)
713,50,TAW,Taiwan,2008,5,20,2016,5,19,President,Ma Ying-jeou,Ying-jeou,Ma,Roman Catholic,1222,1200,http://www.taipeitimes.com/News/front/archives/2013/03/18/2003557348
713,50,TAW,Taiwan,2016,5,20,,,,President,Tsai Ing-wen,Ing-wen,Tsai,,,,
730,,KOR,Korea,1905,11,17,1948,7,19,(occupied),,,,,,,
731,123,PRK,North Korea,1948,7,20,1948,9,8,(occupied),,,,,,,
731,123,PRK,North Korea,1948,9,9,1994,7,7,"de facto leader, through many offices",Kim Il-sung,Il-sung,Kim,Atheist,9100,9100,Communist
731,123,PRK,North Korea,1994,7,8,2011,12,16,Supreme Leader,Kim Jong-il,Jong-il,Kim,Atheist,9100,9100,Communist
731,123,PRK,North Korea,2011,12,17,,,,Supreme Leader,Kim Jong-Un,Jong-Un,Kim,Atheist,9100,9100,Communist
732,124,ROK,South Korea,1948,7,20,1960,4,25,President,"Rhee Syng-man, aka Syngman Rhee",Syng-man,Rhee,Methodist,1460,1300,
732,124,ROK,South Korea,1960,4,26,1960,8,12,Prime Minister & Acting President,Heo Jeong,Jeong,Heo,Methodist,1460,1300,
732,124,ROK,South Korea,1960,8,13,1962,3,21,President,Yun Posun,Posun,Yun,Presbyterian,1422,1300,
732,124,ROK,South Korea,1962,3,22,1962,3,23,de facto leader,Park Chung-hee,Chung-hee,Park,Mahayana Buddhist,6200,6200,presumably; known Buddhist
732,124,ROK,South Korea,1962,3,24,1963,12,16,Acting President,Park Chung-hee,Chung-hee,Park,Mahayana Buddhist,6200,6200,presumably; known Buddhist
732,124,ROK,South Korea,1963,12,17,1979,10,25,President,Park Chung-hee,Chung-hee,Park,Mahayana Buddhist,6200,6200,presumably; known Buddhist
732,124,ROK,South Korea,1979,10,26,1979,12,7,Prime Minister & Acting President,Choi Kyu-hah,Kyu-hah,Choi,Confucianist,7300,7300,
732,124,ROK,South Korea,1979,12,8,1980,8,15,President,Choi Kyu-hah,Kyu-hah,Choi,Confucianist,7300,7300,
732,124,ROK,South Korea,1980,8,16,1980,8,31,Prime Minister & Acting President,Park Choong-hoon,Choong-hoon,Park,,,,
732,124,ROK,South Korea,1980,9,1,1988,2,24,President,Chun Doo-hwan,Doo-hwan,Chun,Mahayana Buddhist,6200,6200,presumably; known Buddhist; may have been Catholic previously
732,124,ROK,South Korea,1988,2,25,1993,2,24,President,Roh Tae-woo,Tae-woo,Roh,,,,disputed; Buddhist (presumably Mahayana) or Protestant
732,124,ROK,South Korea,1993,2,25,1998,2,24,President,Kim Young-sam,Young-sam,Kim,Presbyterian,1422,1300,
732,124,ROK,South Korea,1998,2,25,2003,2,24,President,Kim Dae-jung,Dae-jung,Kim,Roman Catholic,1222,1200,
732,124,ROK,South Korea,2003,2,25,2004,3,11,President,Roh Moo-hyun,Moo-hyun,Roh,Roman Catholic,1222,1200,not practicing
732,124,ROK,South Korea,2004,3,12,2004,5,13,Acting President,Goh Kun,Kun,Goh,,,,during impeachment of Roh
732,124,ROK,South Korea,2004,5,14,2008,2,24,President,Roh Moo-hyun,Moo-hyun,Roh,Roman Catholic,1222,1200,not practicing
732,124,ROK,South Korea,2008,2,25,2013,2,24,President,Lee Myung-bak,Myung-bak,Lee,Presbyterian,1422,1300,
732,124,ROK,South Korea,2013,2,25,2017,5,9,President,Park Geun-hye,Geun-hye,Park,Mahayana Buddhist,6200,6200,presumably; known Buddhist
732,124,ROK,South Korea,2017,5,10,,,,President,Moon Jae-in,Jae-in,Moon,Roman Catholic,1222,1200,
740,117,JPN,Japan,1945,9,2,1952,4,28,(occupied),,,,,,,Prime Minister remains in office
740,117,JPN,Japan,1952,4,29,1954,12,9,Prime Minister,Shigeru Yoshida,Shigeru,Yoshida,Roman Catholic,1222,1200,
740,117,JPN,Japan,1954,12,10,1956,12,22,Prime Minister,Ichir? Hatoyama,Ichir?,Hatoyama,Baptist,1440,1300,
740,117,JPN,Japan,1956,12,23,1957,1,30,Prime Minister,Tanzan Ishibashi,Tanzan,Ishibashi,Mahayana Buddhist,6200,6200,Nichiren
740,117,JPN,Japan,1957,1,31,1957,2,24,Acting Prime Minister,Nobusuke Kishi,Nobusuke,Kishi,,,,
740,117,JPN,Japan,1957,2,25,1960,7,18,Prime Minister,Nobusuke Kishi,Nobusuke,Kishi,,,,
740,117,JPN,Japan,1960,7,19,1964,11,8,Prime Minister,Hayato Ikeda,Hayato,Ikeda,,,,
740,117,JPN,Japan,1964,11,9,1972,7,6,Prime Minister,Eisaku Sat?,Eisaku,Sat?,,,,
740,117,JPN,Japan,1972,7,7,1974,12,8,Prime Minister,Kakuei Tanaka,Kakuei,Tanaka,,,,
740,117,JPN,Japan,1974,12,9,1976,12,23,Prime Minister,Takeo Miki,Takeo,Miki,,,,
740,117,JPN,Japan,1976,12,24,1978,12,6,Prime Minister,Takeo Fukuda,Takeo,Fukuda,,,,
740,117,JPN,Japan,1978,12,7,1980,6,11,Prime Minister,Masayoshi ?hira,Masayoshi,?hira,Western Christian (NFI),1100,1100,sources vary; Anglican or Roman Catholic
740,117,JPN,Japan,1980,6,12,1980,7,16,Acting Prime Minister,Masayoshi It?,Masayoshi,It?,,,,
740,117,JPN,Japan,1980,7,17,1982,11,26,Prime Minister,Zenko Suzuki,Zenko,Suzuki,,,,
740,117,JPN,Japan,1982,11,29,1987,11,5,Prime Minister,Yasuhiro Nakasone,Yasuhiro,Nakasone,Japanese Religious Complex,7200,7200,sources vary; Shintoist or Shin (not Zen) Buddhist
740,117,JPN,Japan,1987,11,6,1989,6,2,Prime Minister,Noboru Takeshita,Noboru,Takeshita,Mahayana Buddhist,6200,6200,Shin (not Zen)
740,117,JPN,Japan,1989,6,3,1989,8,9,Prime Minister,S?suke Uno,S?suke,Uno,,,,
740,117,JPN,Japan,1989,8,10,1991,11,4,Prime Minister,Toshiki Kaifu,Toshiki,Kaifu,,,,
740,117,JPN,Japan,1991,11,5,1993,8,8,Prime Minister,Kiichi Miyazawa,Kiichi,Miyazawa,,,,
740,117,JPN,Japan,1993,8,9,1994,4,27,Prime Minister,Morihiro Hosokawa,Morihiro,Hosokawa,,,,
740,117,JPN,Japan,1994,4,28,1994,6,29,Prime Minister,Tsutomu Hata,Tsutomu,Hata,,,,
740,117,JPN,Japan,1994,6,30,1996,1,10,Prime Minister,Tomiichi Murayama,Tomiichi,Murayama,,,,
740,117,JPN,Japan,1996,1,11,1998,7,29,Prime Minister,Ryutaro Hashimoto,Ryutaro,Hashimoto,,,,
740,117,JPN,Japan,1998,7,30,2000,4,1,Prime Minister,Keiz? Obuchi,Keiz?,Obuchi,Japanese Religious Complex,7200,7200,
740,117,JPN,Japan,2000,4,2,2000,4,4,Acting Prime Minister,Mikio Aoki,Mikio,Aoki,,,,from Archigos
740,117,JPN,Japan,2000,4,5,2001,4,25,Prime Minister,Yoshir? Mori,Yoshir?,Mori,,,,
740,117,JPN,Japan,2001,4,26,2006,9,25,Prime Minister,Junichiro Koizumi,Junichiro,Koizumi,Shintoist,7100,7100,
740,117,JPN,Japan,2006,9,26,2007,9,25,Prime Minister,Shinz? Abe,Shinz?,Abe,Shintoist,7100,7100,
740,117,JPN,Japan,2007,9,26,2008,9,23,Prime Minister,Yasuo Fukuda,Yasuo,Fukuda,,,,
740,117,JPN,Japan,2008,9,24,2009,9,15,Prime Minister,Taro Aso,Taro,Aso,Roman Catholic,1222,1200,
740,117,JPN,Japan,2009,9,16,2010,6,7,Prime Minister,Yukio Hatoyama,Yukio,Hatoyama,Baptist,1440,1300,
740,117,JPN,Japan,2010,6,8,2011,9,1,Prime Minister,Naoto Kan,Naoto,Kan,Mahayana Buddhist,6200,6200,
740,117,JPN,Japan,2011,9,2,2012,12,25,Prime Minister,Yoshihiko Noda,Yoshihiko,Noda,Mahayana Buddhist,6200,6200,
740,117,JPN,Japan,2012,12,26,,,,Prime Minister,Shinz? Abe,Shinz?,Abe,Shintoist,7100,7100,
750,108,IND,India,1947,8,15,1964,5,26,Prime Minister,Jawaharlal Nehru,Jawaharlal,Nehru,Not Religious,9000,9000,some sources claim Atheist
750,108,IND,India,1964,5,27,1964,6,8,Acting Prime Minister,Gulzarilal Nanda,Gulzarilal,Nanda,Hindu,5000,5000,
750,108,IND,India,1964,6,9,1966,1,10,Prime Minister,Lal Bahadur Srivastava Shastri,Lal Bahadur,Shastri,Hindu,5000,5000,
750,108,IND,India,1966,1,11,1966,1,23,Acting Prime Minister,Gulzarilal Nanda,Gulzarilal,Nanda,Hindu,5000,5000,
750,108,IND,India,1966,1,24,1977,3,23,Prime Minister,Indira Priyadarshini Gandhi,Indira,Gandhi,Hindu,5000,5000,
750,108,IND,India,1977,3,24,1979,7,27,Prime Minister,Morarji Ranchhodji Desai,Morarji,Desai,Hindu,5000,5000,
750,108,IND,India,1979,7,28,1980,1,13,Prime Minister,Chaudhary Charan Singh,Charan,Singh,Hindu,5000,5000,
750,108,IND,India,1980,1,14,1984,10,30,Prime Minister,Indira Priyadarshini Gandhi,Indira,Gandhi,Hindu,5000,5000,
750,108,IND,India,1984,10,31,1989,12,1,Prime Minister,Rajiv Ratna Gandhi,Rajiv,Gandhi,Hindu,5000,5000,
750,108,IND,India,1989,12,2,1990,11,9,Prime Minister,"Vishwanath Pratap ""V.P."" Singh",V.P.,Singh,Hindu,5000,5000,
750,108,IND,India,1990,11,10,1991,6,20,Prime Minister,Chandra Shekhar Singh,Chandra,Shekhar,Hindu,5000,5000,
750,108,IND,India,1991,6,21,1996,5,15,Prime Minister,"Pamulaparti Venkata ""P.V."" Narasimha Rao",P.V.,Narasimha Rao,Hindu,5000,5000,
750,108,IND,India,1996,5,16,1996,5,31,Prime Minister,Atal Bihari Vajpayee,Atal Bihari,Vajpayee,Hindu,5000,5000,
750,108,IND,India,1996,6,1,1997,4,20,Prime Minister,"Haradanahalli Doddegowda ""H.D."" Deve Gowda",H.D.,Deve Gowda,Hindu,5000,5000,
750,108,IND,India,1997,4,21,1998,3,18,Prime Minister,"Inder Kumar ""I.K."" Gujral",I.K.,Gujral,Hindu,5000,5000,
750,108,IND,India,1998,3,19,2004,5,21,Prime Minister,Atal Bihari Vajpayee,Atal Bihari,Vajpayee,Hindu,5000,5000,
750,108,IND,India,2004,5,22,2014,5,25,Prime Minister,Manmohan Singh,Manmohan,Singh,Sikh,4800,4800,
750,108,IND,India,2014,5,26,,,,Prime Minister,Narendra Damodardas Modi,Narendra,Modi,Hindu,5000,5000,
760,26,BHU,Bhutan,1926,8,26,1952,3,29,King,Jigme Wangchuck,Jigme,Wangchuck,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,1952,3,30,1972,7,20,King,Jigme Dorji Wangchuck,Jigme Dorji,Wangchuck,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,1972,7,21,1998,7,19,King,Jigme Singye Wangchuck,Jigme Singye,Wangchuck,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,1998,7,20,1999,7,8,Prime Minister,Jigme Yoser Thinley,Jigme,Thinley,Tibetan Buddhist,6300,6300,King remains
760,26,BHU,Bhutan,1999,7,9,2000,7,19,Prime Minister,Sangay Ngedup,Sangay,Ngedup,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,2000,7,20,2001,8,7,Prime Minister,Yeshey Zimba,Yeshey,Zimba,,,,
760,26,BHU,Bhutan,2001,8,8,2002,8,13,Prime Minister,Khandu Wangchuk,Khandu,Wangchuk,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,2002,8,14,2003,8,29,Prime Minister,Kinzang Dorji,Kinzang,Dorji,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,2003,8,30,2004,8,17,Prime Minister,Jigme Yoser Thinley,Jigme,Thinley,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,2004,8,18,2005,9,4,Prime Minister,Yeshey Zimba,Yeshey,Zimba,,,,
760,26,BHU,Bhutan,2005,9,5,2006,9,6,Prime Minister,Sangay Ngedup,Sangay,Ngedup,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,2006,9,7,2007,7,30,Prime Minister,Khandu Wangchuk,Khandu,Wangchuk,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,2007,7,31,2008,4,8,Prime Minister,Kinzang Dorji,Kinzang,Dorji,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,2008,4,9,2013,4,27,Prime Minister,Jigme Yoser Thinley,Jigme,Thinley,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,2013,4,28,2013,7,26,Chief Advisor (Interim Prime Minister),Sonam Tobgye,Sonam,Tobgye,,,,
760,26,BHU,Bhutan,2013,7,27,2018,8,8,Prime Minister,Tshering Tobgay,Tshering,Tobgay,Tibetan Buddhist,6300,6300,
760,26,BHU,Bhutan,2018,8,9,2018,11,6,Chief Advisor (Interim Prime Minister),Tshering Wangchuk,Tshering,Wangchuk,,,,
760,26,BHU,Bhutan,2018,11,7,,,,Prime Minister,Lotay Tshering,Lotay,Tshering,Tibetan Buddhist,6300,6300,
770,172,PAK,Pakistan,1947,8,15,1948,9,10,Governor-General,"Muhammad Ali Jinnah, born Mahomedali Jinnahbhai",Muhammad,Jinnah,Shia Muslim,3200,3200,"disputed whether Ismaili (so born) or Twelver; although there was a PM, Jinnah was de facto leader"
770,172,PAK,Pakistan,1948,9,11,1951,10,15,Prime Minister,Liaquat Ali Khan,Liaquat,Khan,Muslim (NFI),3000,3000,
770,172,PAK,Pakistan,1951,10,16,1951,10,16,Prime Minister,vacant,,,,,,
770,172,PAK,Pakistan,1951,10,17,1953,4,19,Prime Minister,Khawaja Nazimuddin,Khawaja,Nazimuddin,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1953,4,17,1955,8,11,Prime Minister,Mohammed Ali Bogra,Mohammed,Bogra,Sunni Muslim,3100,3100,from 2011 (source no longer available)
770,172,PAK,Pakistan,1955,8,12,1956,9,11,Prime Minister,Chaudhry Muhammad Ali,Chaudhry,Ali,Muslim (NFI),3000,3000,"assumed, since constitutionally required"
770,172,PAK,Pakistan,1956,9,12,1957,10,16,Prime Minister,Huseyn Shaheed Suhrawardy,Huseyn,Suhrawardy,Muslim (NFI),3000,3000,
770,172,PAK,Pakistan,1957,10,17,1957,12,15,Prime Minister,"Ibrahim Ismail ""I.I."" Chundrigar",I.I.,Chundrigar,Sunni Muslim,3100,3100,from 2011 (source no longer available)
770,172,PAK,Pakistan,1957,12,16,1958,10,6,Prime Minister,Feroz Khan Noon,Feroz,Noon,Sunni Muslim,3100,3100,from 2011 (source no longer available)
770,172,PAK,Pakistan,1958,10,7,1958,10,26,Prime Minister,Muhammad Ayub Khan,Ayub,Khan,Shia Muslim,3200,3200,
770,172,PAK,Pakistan,1958,10,27,1969,3,24,President,Muhammad Ayub Khan,Ayub,Khan,Shia Muslim,3200,3200,chief executive changes from Prime Minister to President
770,172,PAK,Pakistan,1969,3,25,1971,12,19,President,Agha Mohammad Yahya Khan,Yahya,Khan,Shia Muslim,3200,3200,from 2011 (source no longer available)
770,172,PAK,Pakistan,1971,12,20,1973,8,13,President,Zulfikar Ali Bhutto,Zulfikar,Bhutto,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1973,8,14,1977,7,4,Prime Minister,Zulfikar Ali Bhutto,Zulfikar,Bhutto,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1977,7,5,1978,9,15,Prime Minister & de facto leader,Muhammad Zia-ul-Haq,Muhammad,Zia-ul-Haq,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1978,9,16,1988,8,16,President,Muhammad Zia-ul-Haq,Muhammad,Zia-ul-Haq,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1988,8,17,1988,12,1,Acting President,Ghulam Ishaq Khan,Ghulam,Khan,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1988,12,2,1990,8,5,Prime Minister,Benazir Bhutto,Benazir,Bhutto,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1990,8,6,1990,11,5,Acting Prime Minister,Ghulam Mustafa Jatoi,Ghulam,Jatoi,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1990,11,6,1993,4,17,Prime Minister,Mian Mohammad Nawaz Sharif,Nawaz,Sharif,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1993,4,18,1993,5,25,Acting Prime Minister,Balakh Sher Mazari,Balakh,Mazari,Sunni Muslim,3100,3100,from 2011 (source no longer available)
770,172,PAK,Pakistan,1993,5,26,1993,7,17,Prime Minister,Mian Mohammad Nawaz Sharif,Nawaz,Sharif,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1993,7,18,1993,10,18,Interim Prime Minister,"Moeenuddin Ahmad ""Moeen"" Qureshi",Moeen,Qureshi,Sunni Muslim,3100,3100,from 2011 (source no longer available)
770,172,PAK,Pakistan,1993,10,19,1996,11,4,Prime Minister,Benazir Bhutto,Benazir,Bhutto,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1996,11,5,1997,2,16,Acting Prime Minister,Malik Meraj Khalid,Malik,Khalid,Muslim (NFI),3000,3000,
770,172,PAK,Pakistan,1997,2,17,1999,10,11,Prime Minister,Mian Mohammad Nawaz Sharif,Nawaz,Sharif,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,1999,10,12,2001,6,19,Chief Executive,Pervez Musharraf,Pervez,Musharraf,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,2001,6,20,2008,8,17,President,Pervez Musharraf,Pervez,Musharraf,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,2008,8,18,2008,9,7,Interim President,Muhammad Mian Soomro,Muhammad,Soomro,Muslim (NFI),3000,3000,
770,172,PAK,Pakistan,2008,9,8,2010,4,18,President,Asif Ali Zardari,Asif Ali,Zardari,Shia Muslim,3200,3200,
770,172,PAK,Pakistan,2010,4,19,2012,6,21,Prime Minister,Yousaf Raza Gillani,Yousaf,Gillani,Sunni Muslim,3100,3100,from 2011 (source no longer available); most Pres'l powers transferred to PM
770,172,PAK,Pakistan,2012,6,22,2013,3,23,Prime Minister,Raja Pervaiz Ashraf,Raja,Ashraf,Muslim (NFI),3000,3000,"assumed, since constitutionally required"
770,172,PAK,Pakistan,2013,3,24,2013,3,24,Prime Minister,vacant,,,,,,
770,172,PAK,Pakistan,2013,3,25,2013,6,4,Interim Prime Minister,Mir Hazar Khan Khoso,Mir,Khoso,Muslim (NFI),3000,3000,"assumed, since constitutionally required"
770,172,PAK,Pakistan,2013,6,5,2017,7,27,Prime Minister,Mian Muhammad Nawaz Sharif,Nawaz,Sharif,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,2017,7,28,2017,7,31,Prime Minister,vacant,,,,,,
770,172,PAK,Pakistan,2017,8,1,2018,5,31,Prime Minister,Shahid Khaqan Abbasi,Shahid,Abbasi,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,2018,6,1,2018,8,17,Interim Prime Minister,Nasir-ul-Mulk,Nasir,Mulk,Sunni Muslim,3100,3100,
770,172,PAK,Pakistan,2018,8,18,,,,Prime Minister,Imran Ahmed Khan Niazi,Imran,Khan,Sunni Muslim,3100,3100,
771,19,BNG,Bangladesh,1971,4,17,1972,1,11,Acting President,Syed Nazrul Islam,Syed,Nazrul,Sunni Muslim,3100,3100,from 2011 (source no longer available)
771,19,BNG,Bangladesh,1972,1,12,1975,1,24,Prime Minister,"Sheikh Mujibur ""Mujib"" Rahman","Mujibur ""Mujib""",Rahman,Sunni Muslim,3100,3100,
771,19,BNG,Bangladesh,1975,1,25,1975,8,14,President,Sheikh Mujibur Rahman,"Mujibur ""Mujib""",Rahman,Sunni Muslim,3100,3100,
771,19,BNG,Bangladesh,1975,8,15,1975,11,5,President,Khondaker Moshtaq Ahmad,Khondaker,Ahmad,Sunni Muslim,3100,3100,from 2011 (source no longer available)
771,19,BNG,Bangladesh,1975,11,6,1977,4,20,military strongman,Ziaur Rahman,Ziaur,Rahman,Sunni Muslim,3100,3100,
771,19,BNG,Bangladesh,1977,4,21,1981,5,29,President,Ziaur Rahman,Ziaur,Rahman,Sunni Muslim,3100,3100,
771,19,BNG,Bangladesh,1981,5,30,1982,3,23,Acting President,Abdus Sattar,Abdus,Sattar,Muslim (NFI),3000,3000,
771,19,BNG,Bangladesh,1982,3,24,1983,12,10,military strongman,Hussain Muhammad Ershad,Hussain,Ershad,Sunni Muslim,3100,3100,from 2011 (source no longer available)
771,19,BNG,Bangladesh,1983,12,11,1990,12,5,President,Hussain Muhammad Ershad,Hussain,Ershad,Sunni Muslim,3100,3100,from 2011 (source no longer available)
771,19,BNG,Bangladesh,1990,12,6,1991,10,19,Acting President,Shahabuddin Ahmed,Shahabuddin,Ahmed,Sunni Muslim,3100,3100,from 2011 (source no longer available)
771,19,BNG,Bangladesh,1991,10,11,1996,3,29,Prime Minister,Khaleda Zia,Khaleda,Zia,Sunni Muslim,3100,3100,
771,19,BNG,Bangladesh,1996,3,30,1996,6,22,Chief Advisor (Acting Prime Minister),Muhammad Habibur Rahman,Habibur,Rahman,Sunni Muslim,3100,3100,from 2011 (source no longer available)
771,19,BNG,Bangladesh,1996,6,23,2001,7,14,Prime Minister,Sheikh Hasina Wazed,Hasina,Wazed,Sunni Muslim,3100,3100,
771,19,BNG,Bangladesh,2001,7,15,2001,10,9,Chief Advisor (Acting Prime Minister),Latifur Rahman,Latifur,Rahman,Sunni Muslim,3100,3100,from 2011 (source no longer available)
771,19,BNG,Bangladesh,2001,10,10,2006,10,28,Prime Minister,Khaleda Zia,Khaleda,Zia,Sunni Muslim,3100,3100,
771,19,BNG,Bangladesh,2006,10,29,2007,1,10,Chief Advisor (Acting Prime Minister),Iajuddin Ahmed,Iajuddin,Ahmed,Sunni Muslim,3100,3100,from 2011 (source no longer available); also President
771,19,BNG,Bangladesh,2007,1,11,2007,1,11,Chief Advisor (Acting Prime Minister),M. Fazlul Haque,Fazlul,Haque,,,,
771,19,BNG,Bangladesh,2007,1,12,2009,1,5,Chief Advisor (Acting Prime Minister),Fakhruddin Ahmed,Fakhruddin,Ahmed,Sunni Muslim,3100,3100,
771,19,BNG,Bangladesh,2009,1,6,,,,Prime Minister,Sheikh Hasina Wazed,Hasina,Wazed,Sunni Muslim,3100,3100,
775,37,MYA,Burma,1948,1,4,1956,6,11,Prime Minister,U Nu,U,Nu,Theravada Buddhist,6100,6100,
775,37,MYA,Burma,1956,6,12,1957,2,27,Prime Minister,Ba Swe,Ba,Swe,Theravada Buddhist,6100,6100,
775,37,MYA,Burma,1957,2,28,1958,10,28,Prime Minister,U Nu,U,Nu,Theravada Buddhist,6100,6100,
775,37,MYA,Burma,1958,10,29,1960,4,3,Interim Prime Minister,"Ne Win, born Shu Maung",Ne,Win,Theravada Buddhist,6100,6100,
775,37,MYA,Burma,1960,4,4,1962,3,1,Prime Minister,U Nu,U,Nu,Theravada Buddhist,6100,6100,
775,37,MYA,Burma,1962,3,2,1962,7,3,Chairman of the Revolutionary Council,"Ne Win, nï¿½ Shu Maung",Ne,Win,Theravada Buddhist,6100,6100,
775,37,MYA,Burma,1962,7,4,1988,7,24,Chairman of the Socialist Programme Party,"Ne Win, nï¿½ Shu Maung",Ne,Win,Theravada Buddhist,6100,6100,
775,37,MYA,Burma,1988,7,25,1988,8,11,President & Chairman of the Socialist Programme Party,Sein Lwin,Sein,Lwin,,,,
775,37,MYA,Burma,1988,8,12,1988,8,18,Acting President,Aye Ko,Aye,Ko,,,,
775,37,MYA,Burma,1988,8,19,1988,9,17,President,Maung Maung,Maung,Maung,Buddhist (NFI),6000,6000,from 2011 (source no longer available); likely Theravada
775,37,MYA,Burma,1988,9,18,1992,4,22,Chairman of the State Law & Order Restoration Council,Saw Maung,Saw,Maung,,,,
775,37,MYA,Burma,1992,4,23,2011,3,29,Chairman of the State Peace & Development Council,Than Shwe,Than,Shwe,Buddhist (NFI),6000,6000,likely Theravada
775,37,MYA,Burma,2011,3,30,2016,3,29,President,Thein Sein,Thein,Sein,Theravada Buddhist,6100,6100,
775,37,MYA,Burma,2016,3,30,2018,3,20,President,Htin Kyaw,Kyaw,Htin,Theravada Buddhist,6100,6100,
775,37,MYA,Burma,2018,3,21,2018,3,29,Acting President,Myint Swe,Swe,Myint,,,,
775,37,MYA,Burma,2018,3,30,,,,President,Win Myint,Win,Myint,,,,
780,210,SRI,Sri Lanka,1947,9,24,1952,3,21,Prime Minister,Don Stephen Senanayake,Don,Senanayake,Theravada Buddhist,6100,6100,
780,210,SRI,Sri Lanka,1952,3,22,1952,3,25,Prime Minister,vacant,,,,,,
